ticker,company,sector,cluster,perfil,mean_pred_return,mean_vol_21d,mean_drawdown
ERIE,Erie Indemnity,Financials,2,Moderado,0.008921224114606817,0.018267675573516735,-0.10908912757470839
ES,Eversource Energy,Utilities,1,Conservador,0.0020800190851016885,0.015081051348628029,-0.05432862949605489
ESS,Essex Property Trust,Real Estate,1,Conservador,0.0008555812132838131,0.013816286424051768,-0.05040839866964325
ETN,Eaton Corporation,Industrials,1,Conservador,0.005920589039841347,0.019654128706031747,-0.0710621457838739
ETR,Entergy,Utilities,1,Conservador,-0.0031874034331422895,0.013144026636443937,-0.027196729356694944
EVRG,Evergy,Utilities,1,Conservador,-0.005434455893162542,0.010151737313235121,-0.026311251368874803
EW,Edwards Lifesciences,Health Care,1,Conservador,0.006797308163183116,0.01765174357031982,-0.06853772755632694
EXC,Exelon,Utilities,1,Conservador,-0.0019134647323994294,0.011693428758480116,-0.048950686540899166
EXE,Expand Energy,Energy,1,Conservador,0.006123160032652961,0.017685769893786008,-0.0778338636455009
EXPD,Expeditors International,Industrials,1,Conservador,0.0023036508989878325,0.015434762812179573,-0.05956029399802087
EXPE,Expedia Group,Consumer Discretionary,2,Moderado,0.014571976232790492,0.025773871252105847,-0.09413040155664058
EXR,Extra Space Storage,Real Estate,1,Conservador,0.004128352536736396,0.0157811235414313,-0.07450863331194996
F,Ford Motor Company,Consumer Discretionary,2,Moderado,0.00846715790995904,0.020537888001447163,-0.08425183999253287
FANG,Diamondback Energy,Energy,2,Moderado,0.007731330456067221,0.019579531017504405,-0.07713850040324707
FAST,Fastenal,Industrials,1,Conservador,0.00031096036807302984,0.014883429260254188,-0.064154341993493
FCX,Freeport-McMoRan,Materials,2,Moderado,0.013140699621845824,0.026008989235801756,-0.10126056584575764
FDS,FactSet,Financials,2,Moderado,0.008492976655701074,0.016928896188497675,-0.11645394910274307
FDX,FedEx,Industrials,1,Conservador,0.004865672591464169,0.018230168581765054,-0.08005531051868668
FE,FirstEnergy,Utilities,1,Conservador,-0.0044665837109234986,0.01046721689656178,-0.036227394873828284
FFIV,"F5, Inc.",Information Technology,1,Conservador,0.0037439501485115097,0.01751509935331954,-0.06772328164267229
FICO,Fair Isaac,Information Technology,2,Moderado,0.016067396736932436,0.025235995757038658,-0.1291430365632372
FIS,Fidelity National Information Services,Financials,1,Conservador,0.005182814118587162,0.015957066026868954,-0.08488212301728672
FISV,Fiserv,Financials,2,Moderado,0.006805085930351586,0.018009941058291498,-0.1041485701279694
FITB,Fifth Third Bancorp,Financials,1,Conservador,0.003095851873937155,0.01640577150314296,-0.05921132571936707
FIX,Comfort Systems USA,Industrials,2,Moderado,0.015882408661350447,0.03153507086590048,-0.0689955968701326
FOX,Fox Corporation (Class B),Communication Services,1,Conservador,0.0009185225007938347,0.01504625771700029,-0.05095301433042942
FOXA,Fox Corporation (Class A),Communication Services,1,Conservador,0.0010917166807168166,0.015388004269188769,-0.04993586319566632
FRT,Federal Realty Investment Trust,Real Estate,1,Conservador,-0.001878648810084502,0.012304615390834193,-0.04213003462195902
FSLR,First Solar,Information Technology,0,Arrojado,0.029419765906975457,0.03448742247120612,-0.1568265486180987
FTNT,Fortinet,Information Technology,2,Moderado,0.010949848456226966,0.02270016739653166,-0.08413503167720454
FTV,Fortive,Industrials,1,Conservador,0.0020113834904324154,0.01494904091246146,-0.06646503728685364
GD,General Dynamics,Industrials,1,Conservador,-0.0029171272600903926,0.012290426273174561,-0.03749400491838248
GDDY,GoDaddy,Information Technology,2,Moderado,0.008270077837010177,0.018118036524537112,-0.10562133329780926
GE,GE Aerospace,Industrials,1,Conservador,0.002483302956338974,0.01892798770538964,-0.044107462042692835
GEHC,GE HealthCare,Health Care,2,Moderado,0.007825838263467692,0.019041731839927478,-0.09002853568467364
GEN,Gen Digital,Information Technology,2,Moderado,0.006200202816987845,0.01755666337367963,-0.08536165882721822
GEV,GE Vernova,Industrials,2,Moderado,0.01701877861087004,0.031971655534680475,-0.06801084155063486
GILD,Gilead Sciences,Health Care,1,Conservador,0.0018913197632943462,0.01594485866285349,-0.061432870282361746
GIS,General Mills,Consumer Staples,1,Conservador,0.0031672995024897618,0.013569177260074134,-0.08921978035642569
GL,Globe Life,Financials,1,Conservador,0.008017460923136249,0.016492859671933466,-0.06850693571888444
GLW,Corning Inc.,Information Technology,1,Conservador,0.0028192620550913407,0.022027800984739273,-0.04948678530550909
GM,General Motors,Consumer Discretionary,1,Conservador,0.005917724417949208,0.020762270150268426,-0.0606899443665963
GNRC,Generac,Industrials,2,Moderado,0.016165151966554183,0.02610838468155644,-0.11384395966706869
GOOG,Alphabet Inc. (Class C),Communication Services,1,Conservador,0.0021127041086126215,0.017822876161914643,-0.06232267490839195
GOOGL,Alphabet Inc. (Class A),Communication Services,1,Conservador,0.0023361950843765926,0.01808069454316305,-0.062383968015500786
GPC,Genuine Parts Company,Consumer Discretionary,2,Moderado,0.005692860328728788,0.016767981044537614,-0.08984564612925879
GPN,Global Payments,Financials,2,Moderado,0.01270211547283674,0.02133035971468556,-0.11532808423326651
GRMN,Garmin,Consumer Discretionary,1,Conservador,0.00371219814324663,0.01892398896375073,-0.06560675250321858
GS,Goldman Sachs,Financials,1,Conservador,0.0015134447296386664,0.0172075974549522,-0.04307923845919562
GWW,W. W. Grainger,Industrials,1,Conservador,6.125149566625605e-05,0.013995361476494762,-0.059220900527981526
HAL,Halliburton,Energy,2,Moderado,0.011245200119775114,0.021231905655138234,-0.10300284969970586
HAS,Hasbro,Consumer Discretionary,1,Conservador,0.005056845580597069,0.01884149527343599,-0.06596852185863664
HBAN,Huntington Bancshares,Financials,1,Conservador,0.004258883280742228,0.017164134013960886,-0.06508891697023793
HCA,HCA Healthcare,Health Care,1,Conservador,0.00268168995081623,0.01613188493082264,-0.05726321561596365
HD,Home Depot (The),Consumer Discretionary,1,Conservador,0.0007386701512999217,0.013722907833158493,-0.07110102112058285
HIG,Hartford (The),Financials,1,Conservador,-0.0036712126913768387,0.012317163743292066,-0.03332213963926226
HII,Huntington Ingalls Industries,Industrials,2,Moderado,0.007666553713700334,0.02014611979569753,-0.07968152857134812
HLT,Hilton Worldwide,Consumer Discretionary,1,Conservador,-0.0016540653827524583,0.013828050502210323,-0.04227315712054301
HON,Honeywell,Industrials,1,Conservador,-0.0014644866177354555,0.012953822964910466,-0.055258145671782534
HOOD,Robinhood Markets,Financials,0,Arrojado,0.03137087215383594,0.04144652617580072,-0.13488961568614055
HPE,Hewlett Packard Enterprise,Information Technology,2,Moderado,0.012485694461839676,0.02487199736662397,-0.09684621989105631
HPQ,HP Inc.,Information Technology,2,Moderado,0.010912122810307703,0.02042904071794759,-0.11309523653387688
HRL,Hormel Foods,Consumer Staples,1,Conservador,0.004296219862672549,0.015294884716324104,-0.08537669788754942
HSIC,Henry Schein,Health Care,1,Conservador,0.005464716146078937,0.016484250969349468,-0.07088137874211287
HST,Host Hotels & Resorts,Real Estate,1,Conservador,0.0035922362884730206,0.01590857726124775,-0.06194114092296739
HSY,Hershey Company (The),Consumer Staples,1,Conservador,0.004081030653866393,0.01584535964967677,-0.07500397942252664
HUBB,Hubbell Incorporated,Industrials,1,Conservador,0.005259930490193173,0.01890197919063449,-0.06254792779060164
HUM,Humana,Health Care,0,Arrojado,0.021038775675167314,0.026215156841504446,-0.1697969792388701
HWM,Howmet Aerospace,Industrials,1,Conservador,0.0021559645011585463,0.020073030887416084,-0.03561503058472679
IBKR,Interactive Brokers,Financials,1,Conservador,0.0062775753346768805,0.02192193218206988,-0.06073297249038927
IBM,IBM,Information Technology,1,Conservador,0.00288392984963929,0.01730605039668104,-0.07088268296077364
ICE,Intercontinental Exchange,Financials,1,Conservador,-0.002968606156530093,0.011587955019638321,-0.04608284308574608
IDXX,Idexx Laboratories,Health Care,2,Moderado,0.009298441716770866,0.019851226973575452,-0.09009149368997134
IEX,IDEX Corporation,Industrials,1,Conservador,0.0023755615454404584,0.014890396971257871,-0.07725031081255736
IFF,International Flavors & Fragrances,Materials,1,Conservador,0.004677384612078967,0.016776221305780843,-0.07698497993247456
INCY,Incyte,Health Care,2,Moderado,0.008105288796336024,0.019634494630684212,-0.08278928951263108
INTC,Intel,Information Technology,0,Arrojado,0.026715515349491615,0.03624937600311695,-0.16422565121334848
INTU,Intuit,Information Technology,2,Moderado,0.008797389978773577,0.019615001674379892,-0.10407891441449706
INVH,Invitation Homes,Real Estate,1,Conservador,0.0006259897852756703,0.012873662931501235,-0.059528497313643916
IP,International Paper,Materials,2,Moderado,0.010783665773991324,0.021617135734994006,-0.10564783223722661
IQV,IQVIA,Health Care,2,Moderado,0.012529576334463846,0.02087932746970708,-0.11620248763441209
IR,Ingersoll Rand,Industrials,1,Conservador,0.005697156839566405,0.018382095618161672,-0.07674706439219198
IRM,Iron Mountain,Real Estate,1,Conservador,0.005088801545381278,0.018509002315118726,-0.0779004063928391
ISRG,Intuitive Surgical,Health Care,1,Conservador,0.005138025470526267,0.018125856752325954,-0.07142162542693976
IT,Gartner,Information Technology,2,Moderado,0.01419230281863108,0.01999707791250681,-0.14311933299544843
ITW,Illinois Tool Works,Industrials,1,Conservador,-0.002131037269697609,0.011919293218785878,-0.05351333222123894
IVZ,Invesco,Financials,2,Moderado,0.00864253342956642,0.021305901866055,-0.0777502931712809
J,Jacobs Solutions,Industrials,1,Conservador,0.0025152535847940407,0.015036486690870236,-0.07076571533215995
JBHT,J.B. Hunt,Industrials,2,Moderado,0.00822938536801261,0.019982197659376748,-0.0897426589719125
JBL,Jabil,Information Technology,2,Moderado,0.010876017568689098,0.024231328402900147,-0.08599667880210948
JCI,Johnson Controls,Industrials,1,Conservador,0.0005856458312505538,0.0169346307746535,-0.03988350714996031
JKHY,Jack Henry & Associates,Financials,1,Conservador,0.0007262098737186365,0.013077081167634485,-0.0627073149837643
JNJ,Johnson & Johnson,Health Care,1,Conservador,-0.0050604084521237444,0.010356178596457287,-0.03978486809215832
JPM,JPMorgan Chase,Financials,1,Conservador,-0.001375093681807057,0.014194332362550226,-0.04092308365834374
KDP,Keurig Dr Pepper,Consumer Staples,1,Conservador,0.0010479896948213544,0.013326122967479568,-0.07428259543901197
KEY,KeyCorp,Financials,1,Conservador,0.006385896389751008,0.01867957675841789,-0.06258005963226569
KEYS,Keysight Technologies,Information Technology,1,Conservador,0.004853626649799478,0.02045170359160299,-0.06155838838859874
KHC,Kraft Heinz,Consumer Staples,1,Conservador,0.002656604210392739,0.014332854874404912,-0.08021557840817763
KIM,Kimco Realty,Real Estate,1,Conservador,0.00024341950842350697,0.013180309281949848,-0.057609698338562734
KKR,KKR & Co.,Financials,2,Moderado,0.013066374450276112,0.02339233290280249,-0.10685670703670755
KLAC,KLA Corporation,Information Technology,2,Moderado,0.011387109697507091,0.027273571848973215,-0.07511039645105318
KMB,Kimberly-Clark,Consumer Staples,1,Conservador,-0.00032104136098933184,0.012669357827951408,-0.06940488614867978
KMI,Kinder Morgan,Energy,1,Conservador,-0.0022354270406789154,0.012969842406544396,-0.03862891210635206
KO,Coca-Cola Company (The),Consumer Staples,1,Conservador,-0.0059754603666472336,0.009557047367970839,-0.034880640218325924
KR,Kroger,Consumer Staples,1,Conservador,8.20631128864023e-05,0.01510909307623115,-0.04729026340148662
KVUE,Kenvue,Consumer Staples,2,Moderado,0.006620681699888204,0.016815340605433625,-0.08508017064192498
L,Loews Corporation,Financials,1,Conservador,-0.005047216532031095,0.010665363672446264,-0.023909333372742776
LDOS,Leidos,Industrials,1,Conservador,0.00374372533821691,0.015884724091031987,-0.07604921501041001
LEN,Lennar,Consumer Discretionary,2,Moderado,0.011840267497503219,0.02122045800571332,-0.11979384630377805
LH,Labcorp,Health Care,1,Conservador,0.0009754722959462876,0.013983358610963552,-0.05421887498404581
LHX,L3Harris,Industrials,1,Conservador,-0.001256888692284649,0.013277896703785088,-0.048971040800368994
LII,Lennox International,Industrials,2,Moderado,0.008457548552744986,0.020196047599338084,-0.07753337645132467
LIN,Linde plc,Materials,1,Conservador,-0.004099683503054013,0.010314203330173188,-0.042548475286132544
LITE,Lumentum,Information Technology,0,Arrojado,0.0264790660668098,0.04105717925204118,-0.09958046063272308
LLY,Lilly (Eli),Health Care,2,Moderado,0.008742243736123258,0.021296000214086425,-0.08073838369254407
LMT,Lockheed Martin,Industrials,1,Conservador,-3.3268128178756536e-05,0.01361326987020115,-0.06457549385645472
LNT,Alliant Energy,Utilities,1,Conservador,-0.0043268469181936674,0.0108394874978204,-0.03462657518737578
LOW,Lowe's,Consumer Discretionary,1,Conservador,0.0017831561147739789,0.014815890926352894,-0.07559931918027071
LRCX,Lam Research,Information Technology,2,Moderado,0.01326618729854323,0.029201106716878724,-0.08653193047843846
LULU,Lululemon Athletica,Consumer Discretionary,0,Arrojado,0.022008887111128403,0.026070086301445236,-0.19173696304660773
LUV,Southwest Airlines,Industrials,2,Moderado,0.01389473631545829,0.02483464633817775,-0.10016595102067313
LVS,Las Vegas Sands,Consumer Discretionary,2,Moderado,0.009526304096676489,0.020932597439922436,-0.1046598420364411
LYB,LyondellBasell,Materials,2,Moderado,0.009217127055411929,0.020442743866991908,-0.10680679642923059
LYV,Live Nation Entertainment,Communication Services,1,Conservador,0.005014579009425473,0.01815471573139512,-0.0685403050228664
MA,Mastercard,Financials,1,Conservador,-0.0023851046736517957,0.012153551849911414,-0.04396034499072961
MAA,Mid-America Apartment Communities,Real Estate,1,Conservador,-0.00035554593544089816,0.012584465177686056,-0.05552975406655398
MAR,Marriott International,Consumer Discretionary,1,Conservador,0.0006737527342606199,0.01567085592153224,-0.056988438575415294
MAS,Masco,Industrials,1,Conservador,0.005152039246575791,0.017739439942305493,-0.08534347746337666
MCD,McDonald's,Consumer Discretionary,1,Conservador,-0.003323146716051557,0.01096297122811243,-0.04818666030745402
MCHP,Microchip Technology,Information Technology,2,Moderado,0.019106964813789123,0.02719744145220627,-0.12279468280120341
MCK,McKesson Corporation,Health Care,1,Conservador,0.000946242958333965,0.015131249239161605,-0.053271089110394305
MCO,Moody's Corporation,Financials,1,Conservador,0.0010868946342125299,0.014854851825196837,-0.056255894256745875
MDLZ,Mondelez International,Consumer Staples,1,Conservador,9.784037440221038e-05,0.01267791564775656,-0.07146995078328376
MDT,Medtronic,Health Care,1,Conservador,-0.001465831023114241,0.012142295181972202,-0.05520941870524777
MET,MetLife,Financials,1,Conservador,0.0011061239453975847,0.01482869020062691,-0.04608730008878418
META,Meta Platforms,Communication Services,2,Moderado,0.008094862471234098,0.02185782775953091,-0.08031462783802186
MGM,MGM Resorts,Consumer Discretionary,2,Moderado,0.013900943658973201,0.02303225340452008,-0.11075117477422448
MKC,McCormick & Company,Consumer Staples,1,Conservador,0.003560757474518748,0.015142211628239262,-0.07717182732126139
MLM,Martin Marietta Materials,Materials,1,Conservador,0.002325332145631584,0.014717583768574918,-0.06818017649628713
MMM,3M,Industrials,1,Conservador,0.003457206220483092,0.01773696033122997,-0.05305691315404969
MNST,Monster Beverage,Consumer Staples,1,Conservador,9.45890086729104e-05,0.01426633692312256,-0.05506137911503561
MO,Altria,Consumer Staples,1,Conservador,-0.004382310487099738,0.011941454677648324,-0.036151925545267326
MOS,Mosaic Company (The),Materials,2,Moderado,0.014895046886278504,0.02321577695254886,-0.12122123411814126
MPC,Marathon Petroleum,Energy,2,Moderado,0.00763294029253564,0.019650561845520456,-0.07858174802250874
MPWR,Monolithic Power Systems,Information Technology,0,Arrojado,0.02131662216088621,0.03234344329816241,-0.10158557927149342
MRK,Merck & Co.,Health Care,1,Conservador,0.0026431359237035876,0.01542027855216156,-0.0724546653971796
MRNA,Moderna,Health Care,0,Arrojado,0.04068473726894679,0.039960251283326836,-0.2117906911507752
MRSH,Marsh McLennan,Financials,1,Conservador,-0.0017554874561264517,0.011553271749329061,-0.05626155192540064
MS,Morgan Stanley,Financials,1,Conservador,0.001682531564071131,0.016990327790416683,-0.0492007909335434
MSCI,MSCI Inc.,Financials,1,Conservador,0.004197712702641879,0.016660179618086152,-0.06428363319518443
MSFT,Microsoft,Information Technology,1,Conservador,0.00022456050839501798,0.013998086277523391,-0.06932216549638012
MSI,Motorola Solutions,Information Technology,1,Conservador,-0.001910377521971997,0.012240698486847564,-0.05932339059199401
MTB,M&T Bank,Financials,1,Conservador,0.0023463102949078493,0.01587834292772613,-0.058498407864511694
MTD,Mettler Toledo,Health Care,2,Moderado,0.008168464066071657,0.019407750498632564,-0.08001134529619969
MU,Micron Technology,Information Technology,0,Arrojado,0.020037903393058196,0.03567385737409204,-0.1048928194055889
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,0,Arrojado,0.02370325283964424,0.03217972048614234,-0.14209464156594237
NDAQ,"Nasdaq, Inc.",Financials,1,Conservador,-0.0011061887426547948,0.013452251394006352,-0.047986695575042086
NDSN,Nordson Corporation,Industrials,1,Conservador,0.0016613716096814783,0.014524615658252523,-0.0661580777619154
NEE,NextEra Energy,Utilities,1,Conservador,0.0019198583370168864,0.015959420029199613,-0.05556444973034184
NEM,Newmont,Materials,2,Moderado,0.0091481069725482,0.024754001168656583,-0.08882811852659206
NFLX,Netflix,Communication Services,1,Conservador,0.005871056792393546,0.019681948745673347,-0.07295958562898082
NI,NiSource,Utilities,1,Conservador,-0.004545560599459434,0.011176654085326674,-0.0235485918638431
NKE,"Nike, Inc.",Consumer Discretionary,2,Moderado,0.013672207662911157,0.021887618032772293,-0.14346005998728006
NOC,Northrop Grumman,Industrials,1,Conservador,0.00044244171286749926,0.014259366650300616,-0.06380496866871806
NOW,ServiceNow,Information Technology,2,Moderado,0.013183450739134234,0.023772825120759022,-0.12094627838264413
NRG,NRG Energy,Utilities,2,Moderado,0.013643417961219493,0.027556083288872678,-0.07113256832788342
NSC,Norfolk Southern,Industrials,1,Conservador,0.0003846478796945718,0.014677705469061556,-0.05480583646454346
